"","title","description","collection_identifier","persistent_identifier","persistent_url","project_identifier","organisational_unit","type","preservation_time","state","publisher","data_use agreement","ethical_approvals","free_keywords","sfn_keywords","mesh_keywords","version","associated_publications","associated_data","associated_analysis tools","associated_preregistrations","authors","managers","contributors","number_of files","size","quota","creation_date","last_update date","embargo_until","publication_date","archival_date","viewers_by dua","viewers_by manager","views","downloads","data_volume","viewers","downloaders","year"
"211","The missing-VP effect in readers of English as a second language","Data from eye-tracking during English sentence reading, for the publication:
Frank, S.L., Ernst, P., Thompson, R.L., & Cozijn, R. (2021). The missing-VP effect in readers of English as a second language. Memory & Cognition, 49, 1204-1219","ru.cls.missing-vp_effect_readers_english_second_language_dsc_986","10.34973/6e39-3s66","https://doi.org/10.34973/6e39-3s66","missing-vp_effect_readers_english_second_language","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"Sentence processing; Second language reading; Relative clauses; Grammaticality; Eye movements",NA,NA,1,"DOI: 10.3758/s13421-021-01159-0",NA,NA,NA,"Stefan Frank","Stefan Frank",NA,21,1466291767,5368709120,2022-06-16 09:40:02,2022-06-16 09:40:02,NA,2022-06-16 09:40:02,NA,0,0,128,583,7595700390,75,78,2022
"212","The hurtfulness of slurs, nouns and adjectives as group labels","By means of a small experiment, we show that slurs are considered to be more hurtful than their corresponding ‘neutral’ nouns, but that at least some of these nouns themselves are experienced as more hurtful than adjective noun combinations.","ru.cls.hurtfulness_slurs_nouns_adjectives_as_group_labels_dsc_590","10.34973/15ye-6148","https://doi.org/10.34973/15ye-6148","hurtfulness_slurs_nouns_adjectives_as_group_labels","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"slurs, group labels, offensive language, expressive meaning",NA,NA,1,"DOI: 10.1075/avt.00062.hog",NA,NA,NA,"Hogeweg, L.; Monique Neuleman","Hogeweg, L.",NA,9,379185,5368709120,2022-12-23 08:45:22,2022-12-23 08:45:22,NA,2022-12-23 08:45:22,NA,0,0,96,229,5139356,64,50,2022
"213","The assets of automatic speech recognition-based language learning systems: Learning English in secondary school in Indonesia",NA,"ru.cls.learning_english_secondary_school_indonesia_dac_134","10.34973/30s1-pq93","https://doi.org/10.34973/30s1-pq93","learning_english_secondary_school_indonesia","CLS","Data Acquisition Collection",10,"Archived","Radboud University",NA,NA,"vocabulary; pronunciation; foreign language speaking anxiety; foreign language enjoyment; automatic speech recognition",NA,NA,1,"DOI: 10.1080/09588221.2020.1770293; DOI: 10.1016/j.system.2021.102496",NA,NA,NA,NA,"Bashori, M.",NA,536,5418226738,5368709120,2022-05-11 02:22:14,2022-05-11 02:22:14,NA,NA,2022-05-11 02:22:14,0,0,27,538,5418309823,13,3,2022
"214","Language in medicine: Language use in clinical interactions about medically unexplained symptoms","Communication between a physician and patient can improve health outcomes. This means that, in addition to medical treatments, the talk during clinical interactions plays a role in patients’ recovery process. The role of communication in patient outcomes is especially relevant when patients suffer from medically unexplained symptoms (MUS), such as irritable bowels or fibromyalgia. Their treatment options are often limited, which leaves the clinical interaction as an important resource for symptom management. To understand and improve physician-patient communication, existing research in the field of MUS has extensively analyzed what physicians and patients with MUS talk about. It is assumed that how they communicate, so with what language use, is also essential during clinical interactions. Language use can elicit varying responses and affect patient outcomes. Yet, few empirical studies assessed language use variations during clinical interactions about MUS. These studies use quantitative content analysis to compare relevant linguistic markers in consultations about MUS versus medically explained symptoms.","ru.cls.language_in_medicine_dsc_633","10.34973/c589-yr79","https://doi.org/10.34973/c589-yr79","language_in_medicine","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-HD-1.1",NA,"medically unexplained symptoms; language use; general practice; doctor-patient communication",NA,NA,1,"DOI: 10.1016/j.pec.2019.07.00; DOI: 10.1016/j.pec.2018.05.002; DOI: 10.1016/j.jpsychores.2021.110667",NA,NA,NA,"Stortenbeker, I.A.","Stortenbeker, I.A.; Das, H.H.J.",NA,82,16467459,5368709120,2022-05-04 15:58:15,2023-08-01 21:12:51,NA,2022-05-04 15:58:15,NA,2,0,338,235,159525681,178,15,2022
"215","Interpreting International Sign","The collected qualitative and quantitative data is from a global survey on sign language conference interpreters working with International Sign. The data is on the interpreters profile: demographics, training, employment and experiences. The online survey was conducted in April 2019.","ru.cls.interpreting_international_sign_dsc_254","10.34973/gmzg-ya80","https://doi.org/10.34973/gmzg-ya80","interpreting_international_sign","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-HD-1.1",NA,"Sign language interpreters; International Sign; Conference interpreting",NA,NA,1,"DOI: 10.1080/1750399X.2020.1868172",NA,NA,NA,"Wit, M.C. de; Onno Crasborn; Jemina Napier","Wit, M.C. de","Crasborn, O.A.",6,464098,5368709120,2023-05-12 09:56:25,2023-07-25 14:09:07,NA,2023-05-12 09:56:25,NA,1,0,212,13,928985,36,3,2023
"216","The Wolof basic clause and its information-structural derivatives","This is a compilation of all the linguistic data that are referred to in the PhD dissertation entitled ""The Wolof basic clause and its information-structural derivatives"". All the data are taken from Senegalese TV shows found on YouTube. For copyright reasons, only the transcriptions of the analysed TV show fragments are provided. Still, for every fragment, a YouTube-generated timestamp link is made available so that users can check the data.","ru.cls.information_structure_in_wolof_dsc_248","10.34973/ndas-gh34","https://doi.org/10.34973/ndas-gh34","information_structure_in_wolof","CLS","Data Sharing Collection",10,"Published","Radboud University","CC0-1.0",NA,"Wolof; TV show",NA,NA,1,"DOI: 10.48273/LOT0659; DOI: 10.1515/jall-2023-2011; DOI: 10.1075/avt.00076.bou",NA,NA,NA,"Bourdeau, C.L.A.","Hoop, H. de (Helen); Bourdeau, C.L.A.",NA,59,757026,5368709120,2023-12-06 13:29:57,2023-12-06 13:29:57,NA,2023-12-06 13:29:57,NA,0,0,158,187,2318714,10,24,2023
"217","The Dutch EEG Speech Register Corpus","The Dutch EEG Speech Register Corpus contains 207 hours of EEG recordings from 48 participants listening to natural connected speech. The speech recordings were sampled from spontaneous dialogues, news broadcasts and read-aloud stories, and contain 50,277 word tokens per participant, time-locked to the EEG recordings. We cleaned the data with a novel approach by training a convolutional neural network artefact classifier on EEG recordings with manually labeled artefacts. We applied the artefact classifier on all EEG recordings and manually checked all automatically identified artefacts to ensure high data quality. Eye-related activity was removed with independent component analysis. The EEG recordings (raw and cleaned), contain 1.5 million word epochs, are freely available (license: CC BY NC 4.0) and offer research opportunities to investigate neural correlates of natural connected speech processing.","ru.cls.dutch_eeg_speech_register_corpus_dsc_807","10.34973/97pv-jw72","https://doi.org/10.34973/97pv-jw72","dutch_eeg_speech_register_corpus","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-4.0",NA,"Speech Registers; Speech Perception; Predictive Language Processing; Phonological Mismatch Negativity; N400; ERP; EEG","F.01.m","F02.694; F02.463.593.071.875",1,"DOI: 10.21437/Interspeech.2019-2741; DOI: 10.1016/j.bandl.2022.105197",NA,"URL: https://github.com/martijnbentum/DESRC",NA,"Bentum, M.; Bosch, L.F.M. ten (Louis); van den Bosch, A.; Ernestus, M.T.C.","Heuvel, H. van den (Henk); Bentum, M. (Martijn)",NA,36505,121869063435,134217728000,2023-08-25 07:09:33,2023-08-25 07:09:33,NA,2023-08-25 07:09:33,NA,0,3,385,308281,627138574407,111,582,2023
"218","Homed Transcriptions Medicijnjournaal","This corpus contains the handcrafted transcripts of 35 new bulletins about medicins in the Netherlands: Medicijnjournaal.
This is an online periodic medicine news bulletin created by the Dutch Institute for Rational Use of Medicine 
(IVM: Instituut Verantwoord Medicijngebruik) (https://www.medicijngebruik.nl/).","ru.cls.homed_dsc_871","10.34973/dpjc-0v85","https://doi.org/10.34973/dpjc-0v85","homed","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"Speech Transcriptions; Healthcare; Dutch",NA,NA,1,NA,"URL: https://www.medicijngebruik.nl/fto-voorbereiding/medicijnjournaals#medicijnjournaal",NA,NA,"Tejedor Garcia, C.; Berrie van der Molen","Heuvel, H. van den (Henk)","Tejedor Garcia, C.",40,3321646,5368709120,2022-01-19 10:44:57,2022-01-19 10:44:57,NA,2022-01-19 10:44:57,NA,0,0,619,2092,163031529,316,158,2022
"219","EEG+ET sentence reading","Simultaneously recorded eye-tracking and EEG from participants reading isolated narrative sentences in Dutch","ru.cls.eeg_et_sentence_reading_dsc_556","10.34973/3g69-ha39","https://doi.org/10.34973/3g69-ha39","eeg_et_sentence_reading","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"Narrative sentence reading; Eye tracking; Electroencephalography; Dutch",NA,NA,1,"DOI: 10.31234/osf.io/j5fgd",NA,NA,NA,"Stefan Frank; Aumeistere, A.","Stefan Frank",NA,138,20942479110,26843545600,2022-12-09 12:22:02,2022-12-09 12:46:53,NA,2022-12-09 12:22:02,NA,0,0,492,1837,206944852801,131,112,2022
"220","Dutch slurs and the descriptive-expressive distinction",NA,"ru.cls.dutch_slurs_dac_943","10.34973/rd1c-w474","https://doi.org/10.34973/rd1c-w474","dutch_slurs","CLS","Data Acquisition Collection",10,"Archived","Radboud University",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Hogeweg, L.; Heuvel, H. van den (Henk)",NA,6,1187860,5368709120,2024-01-12 10:56:37,2024-01-25 14:12:55,NA,NA,2024-01-12 10:56:37,0,0,22,7,1188063,8,2,2024
"221","Dutch argument doubling","Argument doubling, also known as (contrastive) left-dislocation, is common in spoken Dutch, but it is unclear exactly what triggers it. Earlier proposals in the literature showed that the construction is not used for marking contrast, and suggested it is used for marking shifted topics instead. However, the results from a Spoken Dutch Corpus study on argument doubling with proper nouns demonstrate that topic shift does not adequately characterize the construction’s function either. Further examination of our corpus data shows that at least for proper nouns, Dutch argument doubling mostly occurs when a new referent is introduced into the discourse, but that this referent does not necessarily become prominent in the discourse. We hypothesize that argument doubling is a way of giving speakers and/or hearers some extra time to establish and/or process the new discourse referent in the discourse, regardless of whether it will become a discourse-topic after its introduction.","ru.cls.dutch_argument_doubling_dsc_755","10.34973/spe7-1542","https://doi.org/10.34973/spe7-1542","dutch_argument_doubling","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"topic-shift; spoken Dutch; proper nouns; prominence; left dislocation",NA,NA,1,"DOI: 10.1075/avt.00090.wet",NA,NA,NA,"Wets, I.I. (Imke); Suijkerbuijk, M.J.P.F. (Michelle); Hartog, M.M.J. den; Hoop, H. de","Hoop, H. de (Helen); Heuvel, H. van den (Henk)","Wets, I.I.; Hartog, M.M.J. den (Maria); Suijkerbuijk, M.J.P.F.",11,4316609,5368709120,2023-11-09 21:09:55,2023-11-09 21:09:55,NA,2023-11-09 21:09:55,NA,0,0,139,72,13201795,15,17,2023
"222","Treasure Hunters 2: exploration of speech training efficacy","Treasure Hunters 2 is the second and improved version of our serious game for speech training in speakers with neurological conditions. In the associated publication we describe our research into the effects of our game on speech intelligibility.
This data collection contains the recordings that were used in our experiment to collect untrained listener ratings on speech intelligibility, four weeks before, immediately before and after the speech training.","ru.cls.chasing_dsc_837","10.34973/h19s-c122","https://doi.org/10.34973/h19s-c122","chasing","CLS","Data Sharing Collection",10,"Published","Radboud University","RU-HD-1.1",NA,"speech training; speech therapy; speech technology; speech recognition; speech intelligibility; serious gaming; efficacy study; eHealth; dysarthria; automatic speech recognition; Parkinson's Disease; ASR",NA,NA,1,NA,NA,NA,NA,"Ganzeboom, M.S.; Marjoke Bakker; Lilian Beijer; Helmer Strik; Toni Rietveld","Heuvel, H. van den (Henk); Ganzeboom, M.S.",NA,3967,911430837,5368709120,2022-03-02 10:18:59,2022-03-02 10:18:59,NA,2022-03-02 10:18:59,NA,0,0,316,1271,403196323,181,11,2022
"223","Claiming common ground with 'hoor'","In this article we conduct a pragmatic analysis of the Dutch utterance-final particle hoor (lit. ‘hear’). Apparently, hoor has contradictory uses. It expresses politeness (involvement, togetherness), but it can also contribute to the face-threatening force of an utterance. We argue that there is a core meaning that all uses share, which is that by adding hoor, speakers claim a proposition at issue to be part of the common ground. This core meaning will be shown to account for hoor’s key characteristics. Hoor expresses involvement and is often attached to speech acts that are intrinsically polite, such as apologizing and giving compliments. Also, while hoor never occurs in interrogative sentences, it can be used with a certain type of directive speech acts, namely those that are in the interest of the hearer or are presented as having shared interests.","ru.cls.claiming_common_ground_with_hoor_dsc_263","10.34973/j84r-cd49","https://doi.org/10.34973/j84r-cd49","claiming_common_ground_with_hoor","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"subtitles; speech acts; politeness; discourse particles; Dutch",NA,NA,1,"DOI: 10.1075/avt.00063.hoo",NA,NA,NA,"Hoop, H. de (Helen); Mulder, G.J.","Hoop, H. de (Helen)",NA,5,108080,5368709120,2022-11-07 15:14:31,2022-11-07 15:14:31,NA,2022-11-07 15:14:31,NA,0,1,69,183,3786945,41,50,2022
"224","Creo que or pienso que?","This paper reports on an experimental production study of two Spanish markers of epistemic modality and evidentiality, creo que ‘I believe that’ and pienso que ‘I think that’, by native speakers, and by Dutch and German learners of Spanish. We found a clear preference for creo que among the native speakers of Spanish, but with differences between the main varieties of the language. For Dutch and German learners the preference for creo que was significantly weaker, and for beginning learners of Spanish it was significantly weaker than for advanced learners. While for the Dutch learners of Spanish this pattern reflects the preference for I think over I believe in their L1, the preference that the German-speaking learners have for creo que can be seen as evidence for a general tendency noticed in the literature, namely the interference of an L2 (in this case English) instead of the L1 (in this case German) in L3 performance (in this case Spanish).","ru.cls.creo_que_or_pienso_que_dsc_364","10.34973/5tq7-p857","https://doi.org/10.34973/5tq7-p857","creo_que_or_pienso_que","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"experiment; epistemic/evidential expression; German; Dutch",NA,NA,1,"DOI: 10.5565/rev/isogloss.212",NA,NA,NA,"Mulder, G.J.; Schoenmakers, G.T.; Hoop, H. de (Helen)","Hoop, H. de (Helen)",NA,5,123773,5368709120,2022-08-26 07:57:41,2022-08-26 07:57:41,NA,2022-08-26 07:57:41,NA,0,0,151,223,5160155,79,67,2022
"225","Can YOU make a difference?","Directly addressing the consumer in advertisements has a positive impact on their perception of the product. Dutch, however, makes a distinction between a formal and an informal second person pronoun. If and how this distinction impacts consumers’ appreciation in and beyond advertising has not received much attention. Quantifying consumers’ appreciation in terms of the attitude towards the advertisement and towards the product, purchase intention, and price estimation, we show experimentally that customers’ attitude towards the advertisement receives higher scores when the informal pronoun is used than when its formal counterpart is.","ru.cls.can_you_make_a_difference_dsc_869","10.34973/jwwq-p517","https://doi.org/10.34973/jwwq-p517","can_you_make_a_difference","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"second person pronouns; persuasion; involvement; experiment; advertising",NA,NA,1,"DOI: 10.1080/08961530.2023.2215472",NA,NA,NA,"Schoenmakers, G.T. (Gert-Jan); Hachimi, J.; Hoop, H. de","Schoenmakers, G.T.; Hoop, H. de (Helen); Heuvel, H. van den (Henk)",NA,5,235377,5368709120,2023-06-05 21:14:17,2023-06-05 21:14:17,NA,2023-06-05 21:14:17,NA,0,0,109,125,4031051,27,44,2023
"226","Appraisal of errors and infelicities produced by Dutch learners of German","Responses to questionnaire in German by  by German professionals [Germany; Spring 2016; qualtrics survey]
Abstract
One of the new scales in the CEFR Companion Volume (2018) is online interaction. The new descriptors cover goal-oriented online transactions, including written correspondence and the use of formulaic language. Dutch learners of German in business schools learn German for special purposes at B1/2-level: they are requested to master German well enough in a professional context, in order to facilitate interactions and transactions. The question is how their not always flawless attempts at inviting a member to a meeting is received by L1 language users. Is the level of B1/2 German sufficient to avoid bothersome situations? Is the mastering at B1/2-level enough to maintain a good relationship with a German partner? In order to find out whether communicative clashes might occur because of lack of appropriate language, 98 German business professionals, all L1 speakers of German, were asked to rate on a 7-point Likert scale pragma-linguistic infelicities and syntactic, lexical and morphological errors in 16 business e-mails written by Dutch learners of German. The results showed that pragma-linguistic infelicities were considered more bothersome than syntactic, lexical or morphological errors, which suggests L2 German writing courses should raise more explicit awareness of the pragma-linguistic force in intercultural communication, in line with suggestions of the new companion. Furthermore, it was studied whether knowledge of the writer’s foreign provenance and Dutch nationality affected the judgement of the German professionals. This was not the case.
Keywords: 
Second language acquisition, error, pragma-linguistic infelicity, German, written interaction

Data are used for contribution to Language Awareness, to be published in 2022; title: The Importance of Raising Teachers’ and Students’ Awareness of Pragmatics
in German Second Language Writing: A Study of the Effect of Grammatical and Lexical Errors Compared to pragma-linguistic Infelicities
Authors: Antoinette Luijkx, Marinel Gerritsen & Margot van Mulken","ru.cls.appraisal_of_errors_and_infelicities_dsc_157","10.34973/28t0-km68","https://doi.org/10.34973/28t0-km68","appraisal_of_errors_and_infelicities","CLS","Data Sharing Collection",10,"Published","Radboud University","ODC-BY-1.0",NA,"writing; pragmatics; Second language acquisition; German",NA,NA,1,NA,NA,NA,NA,"Antoinette Luijkx; Marinel Gerritsen; Mulken, M.J.P. van","Mulken, M.J.P. van",NA,14,1847987,5368709120,2021-11-25 16:03:13,2021-11-25 16:03:13,NA,2021-11-25 16:03:13,NA,0,0,592,696,64051887,293,228,2021
"227","The not so dummy auxiliary 'do' in Dutch","The auxiliary doen ‘do’ in standard Dutch is usually described as ‘dummy’ because it supposedly adds nothing substantial to the meaning of the sentence. We argue, however, that the auxiliary does have a function in the sentence, as a marker of either habitual or intentional aspect. In an online production experiment, we investigated the acceptability of the allegedly dummy auxiliary doen ‘do’","ru.cls.auxiliary_do_in_dutch_dsc_695","10.34973/64qs-1k11","https://doi.org/10.34973/64qs-1k11","auxiliary_do_in_dutch","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-NC-SA-4.0",NA,"rating experiment; intentional aspect; habitual aspect; grammatical norm violation",NA,NA,1,"DOI: 10.1075/avt.00088.ser",NA,NA,NA,"Cansel Sert; Hubers, F.C.W. (Ferdy); Theresa Redl; Hoop, H. de (Helen)","Hubers, F.C.W.; Hoop, H. de (Helen)",NA,13,52991274,5368709120,2023-11-27 08:48:22,2023-11-27 08:48:22,NA,2023-11-27 08:48:22,NA,0,0,173,75,111619101,24,17,2023
"228","CG corpus Pear Stories","This corpus contains 23 transcriptions of guided retellings of the 'Pear Film' (https://www.youtube.com/watch?v=bRNSTxTpG7U) by native speakers of Dutch.","ru.cls.cg_corpus_pear_stories_dsc_871","10.34973/grr8-0635","https://doi.org/10.34973/grr8-0635","cg_corpus_pear_stories","CLS","Data Sharing Collection",10,"Published","Radboud University","CC-BY-4.0",NA,"Pear Stories; Narrative; Guided Storytelling; Cognitive Linguistics",NA,NA,1,NA,"DOI: 10.34973/sa9h-x351",NA,NA,"Schuppen, S.L. van; Krieken, K.W.M. van; Claassen, S.A.; Sanders, J.","Schuppen, S.L. van; Krieken, K.W.M. van; Heuvel, H. van den (Henk)",NA,8,576292,5368709120,2023-04-24 21:54:25,2023-07-12 15:27:54,NA,2023-04-24 21:54:25,NA,0,1,111,179,7668366,59,62,2023
"229","ANELT-CU: transcription-less quantitative analysis","This collection contains the raw data for the Ruiter et al. (2022) publication:
Ruiter, M.B., Otters, M.C., Piai, V., Lotgering, E.A.M., Theunissen, J.E.M.C. & Rietveld, T.C.M. (2022). A transcription-less quantitative analysis of aphasic discourse elicited with the Amsterdam-Nijmegen Everyday Language Test (ANELT). Aphasiology. online ahead of print. DOI: https://doi.org/10.1080/02687038.2022.2109124","ru.cls.anelt-cu_transcription-less_quantitative_analysis_dac_614","10.34973/zn5p-de75","https://doi.org/10.34973/zn5p-de75","anelt-cu_transcription-less_quantitative_analysis","CLS","Data Acquisition Collection",10,"Archived","Radboud University",NA,NA,"aphasia; functional communication; transcription-less discourse analysis; ANELT",NA,NA,1,"DOI: 10.1080/02687038.2022.2109124",NA,NA,NA,NA,"Ruiter, M.B.",NA,428,466484627,5368709120,2022-09-07 11:06:32,2022-09-07 11:06:32,NA,NA,2022-09-07 11:06:32,0,0,3,857,933108545,2,2,2022
"230","ANELT-CU: transcription-less quantitative analysis","This collection contains the (data) analyses for the Ruiter et al. (2022) publication:
Ruiter, M.B., Otters, M.C., Piai, V., Lotgering, E.A.M., Theunissen, J.E.M.C. & Rietveld, T.C.M. (2022). A transcription-less quantitative analysis of aphasic discourse elicited with the Amsterdam-Nijmegen Everyday Language Test (ANELT). Aphasiology. online ahead of print. DOI: https://doi.org/10.1080/02687038.2022.2109124","ru.cls.anelt-cu_transcription-less_quantitative_analysis_rdc_797","10.34973/51ka-tj70","https://doi.org/10.34973/51ka-tj70","anelt-cu_transcription-less_quantitative_analysis","CLS","Research Documentation Collection",10,"Archived","Radboud University",NA,NA,"aphasia; functional communication; transcription-less discourse analysis; ANELT",NA,NA,1,"DOI: 10.1080/02687038.2022.2109124",NA,NA,NA,NA,"Ruiter, M.B.",NA,151,24646443,5368709120,2022-09-07 11:06:02,2022-09-07 11:06:02,NA,NA,2022-09-07 11:06:02,0,0,3,303,49334739,2,2,2022
"231","Collection state change test","Descriptionnn","ru.cls.1_dsc_412","10.34973/hmn7-jf07","https://doi.org/10.34973/hmn7-jf07","1","CLS","Data Sharing Collection",10,"Editable","Radboud University","RU-HD-1.0",NA,"Test",NA,NA,0,NA,"data: data",NA,NA,"Speijers, P.R.L. (Paul)","Spanjers, K.I. (Kimmo); Sparrentak, R.I. van (Ramon)",NA,5,4304971657,8589934592,2022-01-19 06:48:28,2024-04-09 12:58:07,NA,NA,NA,0,0,81,12,8599944711,45,8,2022
"232","Stress in Motion",NA,"ru.cls.stress_in_motion_dac_548","10.34973/yxjz-sd57","https://doi.org/10.34973/yxjz-sd57","stress_in_motion","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Van Maastricht, L.","Pouw, W.T.J.L. (Wim); Hoetjes, M.W.; Bosker, H.R.; Hustin, D.H.G. (Doenja)",39017,465114980656,751619276800,2022-03-07 11:26:40,2024-04-10 09:50:09,NA,NA,NA,0,0,94,153165,26084329199984,50,74,2022
"233","County Corpus",NA,"ru.cls.county_corpus_dac_885","10.34973/3yqr-3v53","https://doi.org/10.34973/3yqr-3v53","county_corpus","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Pabst, K. (Katharina); Heuvel, H. van den (Henk)","Paas, J.J.L.W. (Juan); Groot, J. (Jente)",361,17407421285,26843545600,2023-04-14 07:00:16,2024-04-11 12:49:21,NA,NA,NA,0,0,245,1099,71452991342,130,89,2023
"234","BLiMP-NL: The Benchmark of Linguistic Minimal Pairs for Dutch","BLiMP-NL is a data set for evaluating the linguistic knowledge of language models. It is divided into BLiMP-NL small and BLiMP-NL large. Both contain minimal pairs for 22 grammatical phenomena in Dutch, further divided into 84 paradigms. The difference between the small and the large data set is that there are 10 minimal pairs per paradigm in the small data set and 100 minimal pairs per paradigm in the large data set. All minimal pairs have been evaluated by native speakers of Dutch in a self-paced reading task also including an acceptability judgement on a 7-point scale.","ru.cls.blimp-nl_dsc_550","10.34973/tj4p-y007","https://doi.org/10.34973/tj4p-y007","blimp-nl","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC-BY-SA-4.0",NA,"language model; acceptability; Dutch",NA,NA,0,NA,NA,NA,NA,"Suijkerbuijk, M.J.P.F. (Michelle); Prins Z.; Marianne de Heer Kloots; Willem Zuidema; Stefan Frank","Suijkerbuijk, M.J.P.F. (Michelle); Heuvel, H. van den (Henk); Stefan Frank","Prins Z.; Marianne de Heer Kloots; Willem Zuidema",31,73989090,5368709120,2023-12-20 09:33:37,2024-04-12 13:03:47,NA,NA,NA,0,0,46,81,150528524,25,8,2023
"235","Do discourse expectations immediately affect pronoun resolution during reading?",NA,"ru.cls.discourse_expectations_dac_644","10.34973/svbg-yp56","https://doi.org/10.34973/svbg-yp56","discourse_expectations","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank","Chirino, D.I.E. (Dalí); Heerwaarden, F.M. van; Suijkerbuijk, M.J.P.F.; Cos, F. (Floris)",34525,4381149166,5368709120,2021-10-05 10:32:46,2024-04-12 13:14:31,NA,NA,NA,0,0,82,115974,304444254217,56,331,2021
